MPN,Original MPN,Manufacturer,Customer Program,Demand Qty,Life Cycle Status,MPN Risk,BOM Line Risk,Current Projected Stock,Current Stock Levels,Current Min Lead Days,Current Max Lead Days,Current Report Date,In Astute Stock,Astute Stock Qty,All Customer Programs
"BLM21AJ401SN1D","BLM21AJ401SN1D","Murata Electronics","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",85,85,"1/8/2026","NO",,"AMS Neve - V2 18.06.2025"
"BLM41P750SPT","BLM41P750SPT","Murata Electronics","Edinburgh Instruments - Final Master BOM",2,"OBS","HIGH","HIGH",0,"",,,"1/8/2026","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BLM41P750SPT","BLM41P750SPT","Murata Electronics","Edinburgh Instruments - Master BOM List",2,"OBS","HIGH","HIGH",0,"",,,"1/12/2026","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BLM41P750SPT","BLM41P750SPT","Murata Electronics","Edinburgh Instruments - Master BOM List",2,"OBS","HIGH","HIGH",0,"",,,"1/12/2026","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BMB2A1000LN2","BMB2A1000LN2","TE Connectivity","Edinburgh Instruments - Final Master BOM",3,"OBS","HIGH","HIGH",0,"",23,336,"12/6/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BMB2A1000LN2","BMB2A1000LN2","TE Connectivity","Edinburgh Instruments - Master BOM List",1,"OBS","HIGH","HIGH",0,"",23,336,"6/16/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BMB2A1000LN2","BMB2A1000LN2","TE Connectivity","Edinburgh Instruments - Master BOM List",1,"OBS","HIGH","HIGH",0,"",23,336,"6/16/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BMB2A1000LN2","BMB2A1000LN2","TE Connectivity","Edinburgh Instruments - Master BOM List",2,"OBS","HIGH","HIGH",0,"",23,336,"6/16/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BMB2A1000LN2","BMB2A1000LN2","TE Connectivity","Edinburgh Instruments - Master BOM List",2,"OBS","HIGH","HIGH",0,"",23,336,"6/16/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BMB2A1000LN2","BMB2A1000LN2","TE Connectivity","Edinburgh Instruments - Master BOM List",2,"OBS","HIGH","HIGH",0,"",23,336,"6/16/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BMB2A1000LN2","BMB2A1000LN2","TE Connectivity","Edinburgh Instruments - Master BOM List",3,"OBS","HIGH","HIGH",0,"",23,336,"6/16/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BMB2A1000LN2","BMB2A1000LN2","TE Connectivity","Edinburgh Instruments - Master BOM List",4,"OBS","HIGH","HIGH",0,"",23,336,"6/16/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BMB2A1000LN2","BMB2A1000LN2","TE Connectivity","Edinburgh Instruments - Master BOM List",5,"OBS","HIGH","HIGH",0,"",23,336,"6/16/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BMB2A1000LN2","BMB2A1000LN2","TE Connectivity","Edinburgh Instruments - Master BOM List",5,"OBS","HIGH","HIGH",0,"",23,336,"6/16/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"BMI160","BMI160","Bosch Sensortec","Sonardyne Master Active Part List",1000,"OBS","HIGH","HIGH",0,"",378,378,"10/13/2025","NO",,"Sonardyne Master Active Part List"
"BMP280","BMP280","Bosch China","HWM Component Tender File",3274,"OBS","HIGH","HIGH",0,"",364,364,"7/15/2025","NO",,"HWM Component Tender File | OT RFQ 27.01.2025 - 17.03.2025"
"BMP280","BMP280","Bosch China","OT RFQ 27.01.2025 - 17.03.2025",70,"OBS","HIGH","HIGH",0,"",364,364,"7/14/2025","NO",,"HWM Component Tender File | OT RFQ 27.01.2025 - 17.03.2025"
"BR1101W-TR","BR1101W","Stanley Electric Co","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",70,70,"10/16/2025","NO",,"AMS Neve - V2 18.06.2025"
"BR1112H-TR","BR1112H-TR","Stanley Electric Co","Keytronic - US",3591000,"OBS","HIGH","LOW",0,"",70,70,"8/25/2025","NO",,"Keytronic - US"
"BR1112H-TR","BR1112H-TR","Stanley Electric Co","Keytronic - US",3591000,"OBS","HIGH","LOW",0,"None",70,70,"3/17/2025","NO",,"Keytronic - US"
"BRPY1211C-TR","BRPY1211C-TR","Stanley Electric","Sonardyne Master Active Part List",1000,"OBS","HIGH","HIGH",0,"None",,,"2/17/2025","NO",,"Sonardyne Master Active Part List"
"BSH103","BSH103","Nexperia","Wabtec - 2025 Requirements",15000,"NRND","HIGH","HIGH",0,"",,,"9/23/2025","NO",,"Wabtec - 2025 Requirements"
"BSP52H6327XTSA1","BSP52H6327XTSA1","Infineon Technologies","Wabtec - 2025 Requirements",1000,"LTB","HIGH","LOW",0,"",28,56,"10/14/2025","NO",,"Wabtec - 2025 Requirements"
"BSV52","BSV52","Nexperia","THALES MERIGNAC",2033,"OBS","HIGH","LOW",0,"None",273,309,"2/4/2025","NO",,"THALES MERIGNAC"
"BSV52","BSV52","Nexperia","THALES MERIGNAC",2033,"OBS","HIGH","LOW",0,"None",273,309,"2/4/2025","NO",,"THALES MERIGNAC"
"BSZ12DN20NS3GATMA1","BSZ12DN20NS3GATMA1","Infineon","Electronics - Semiconductors and Passives",100,"OBS","HIGH","HIGH",0,"",112,126,"12/24/2025","NO",,"Electronics - Semiconductors and Passives | MKS Instruments - RFQ May 2025 - Priority 1"
"BSZ12DN20NS3GATMA1","BSZ12DN20NS3GATMA1","Infineon Technologies","MKS Instruments - RFQ May 2025 - Priority 1",10,"OBS","HIGH","HIGH",0,"",112,126,"12/23/2025","NO",,"Electronics - Semiconductors and Passives | MKS Instruments - RFQ May 2025 - Priority 1"
"BT121-A-V2","BT121AV2","Silicon Labs","DE OT RFQ 2024",500,"OBS","HIGH","HIGH",0,"",281,2191,"7/2/2025","NO",,"DE OT RFQ 2024"
"BTS50055-1TMA","BTS50055-1TMA","Infineon","Electronics - Semiconductors and Passives",1643,"OBS","HIGH","HIGH",,"Tier 5",,,"11/12/2025","NO",,"Electronics - Semiconductors and Passives"
"BTS50055-1TMA","BTS50055-1TMA","Infineon Technologies","Electronics - Semiconductors and Passives",1643,"EOL","HIGH","HIGH",0,"",,,"11/26/2025","NO",,"Electronics - Semiconductors and Passives"
"BUX85","BUX85","onsemi","Sonardyne Master Active Part List",1000,"OBS","HIGH","HIGH",0,"None",,,"5/12/2025","NO",,"Sonardyne Master Active Part List"
"BZG03C43TR","BZG03C43-TR","Vishay Semiconductors","Note PPV File September 2024",63527,"OBS","HIGH","LOW",0,"",224,224,"7/15/2025","NO",,"Note PPV File September 2024"
"BZV55B4V3","BZV55B4V3","Taiwan Semiconductor","RFQ MAYIS 2025",80000,"NRND","HIGH","HIGH",0,"",126,182,"6/19/2025","NO",,"RFQ MAYIS 2025"
"BZX55C18","BZX55C18","Vishay Semiconductors","Julien - Alstom",1000,"OBS","HIGH","HIGH",0,"None",112,182,"5/5/2025","NO",,"Julien - Alstom"
"BZX84C24-HE3-08","BZX84-C24-HE3-08","Vishay","QCS2567",320,"OBS","HIGH","LOW",0,"",133,234,"12/5/2025","NO",,"QCS2567"
"BZX84C24-HE3-08","BZX84-C24-HE3-08","Vishay","QCS2567",320,"OBS","HIGH","LOW",0,"",133,234,"9/19/2025","NO",,"QCS2567"
"BZX84C24-HE3-18","BZX84-C24-HE3-18","VISHAY","QCS2567",320,"OBS","HIGH","LOW",0,"",133,234,"12/5/2025","NO",,"QCS2567"
"BZX84C39LT1","BZX84C39LT1","onsemi","Chk inv- MArine",900,"OBS","HIGH","HIGH",0,"",119,119,"9/4/2025","NO",,"Chk inv- MArine"
"BZX84C3V0-HE3-08","BZX84-C3V0-HE3-08","Vishay","QCS2567",320,"OBS","HIGH","LOW",0,"",234,234,"11/21/2025","NO",,"QCS2567"
"BZX84C3V0-HE3-18","BZX84-C3V0-HE3-18","Vishay","QCS2567",320,"OBS","HIGH","LOW",0,"",234,234,"11/21/2025","NO",,"QCS2567"
"BZX84C5V1-V-GS18","BZX84C5V1-V","VISHAY","BEA - Component Annual Usage",221050,"OBS","HIGH","LOW",0,"",99,99,"1/9/2026","NO",,"BEA - Component Annual Usage"
"BZX84C5V1-V-GS18","BZX84C5V1-V","VISHAY","BEA - Component Annual Usage",221050,"OBS","HIGH","LOW",0,"",99,99,"12/26/2025","NO",,"BEA - Component Annual Usage"
"BZX84C5V1-V-GS18","BZX84C5V1-V","VISHAY","BEA - Component Annual Usage",221050,"OBS","HIGH","LOW",0,"",99,99,"12/5/2025","NO",,"BEA - Component Annual Usage"
"C0603X5R1E331K030BA","C0603X5R1E331K030BA","TDK Electronics","Litum",1500,"OBS","HIGH","HIGH",0,"",780,780,"11/25/2025","NO",,"Litum"
"C1005X5R0J106M050BC","C1005X5R0J106M050BC","TDK","Axiom PPV",50176,"OBS","HIGH","HIGH",0,"",126,997,"6/17/2025","NO",,"Axiom PPV"
"C1005X5R1C105K050BC","C1005X5R1C105K050BC","TDK","Sonardyne Master Active Part List",1000,"OBS","HIGH","HIGH",0,"",126,997,"9/15/2025","NO",,"Sonardyne Master Active Part List"
"C1005X5R1C105K050BC","C1005X5R1C105K050BC","TDK","Sonardyne Master Active Part List",1000,"OBS","HIGH","HIGH",0,"None",126,997,"3/31/2025","NO",,"Sonardyne Master Active Part List"
"C1005X5R1C474K","C1005X5R1C474K","TDK - Teridian","Pach Pen pcb BOM Rohs - Keeler",1,"OBS","HIGH","HIGH",0,"None",,,"3/25/2025","NO",,"Pach Pen pcb BOM Rohs - Keeler"
"C1005X7R1H103K","C1005X7R1H103K","TDK","CRFS - ASM1001-A10.1 - M8T",16,"OBS","HIGH","HIGH",0,"",,,"10/3/2025","NO",,"CRFS - ASM1001-A10.1 - M8T | CRFS - ASM1215-A06.2 BDC40 | CRFS - PBA0162-9T-A02.1 | Connor Solutions - QCS2604 - IMV Imaging - Exapad"
"C1005X7R1H103K","C1005X7R1H103K","TDK","CRFS - ASM1215-A06.2 BDC40",69,"OBS","HIGH","HIGH",0,"",,,"10/3/2025","NO",,"CRFS - ASM1001-A10.1 - M8T | CRFS - ASM1215-A06.2 BDC40 | CRFS - PBA0162-9T-A02.1 | Connor Solutions - QCS2604 - IMV Imaging - Exapad"
"C1005X7R1H103K","C1005X7R1H103K","TDK","CRFS - PBA0162-9T-A02.1",15,"OBS","HIGH","HIGH",0,"",,,"10/3/2025","NO",,"CRFS - ASM1001-A10.1 - M8T | CRFS - ASM1215-A06.2 BDC40 | CRFS - PBA0162-9T-A02.1 | Connor Solutions - QCS2604 - IMV Imaging - Exapad"
"C1005X7R1H103K","C1005X7R1H103K","TDK","Connor Solutions - QCS2604 - IMV Imaging - Exapad",24600,"OBS","HIGH","HIGH",0,"",,,"9/30/2025","NO",,"CRFS - ASM1001-A10.1 - M8T | CRFS - ASM1215-A06.2 BDC40 | CRFS - PBA0162-9T-A02.1 | Connor Solutions - QCS2604 - IMV Imaging - Exapad"
"C1005X7R1H152K","C1005X7R1H152K","TDK","Connor Solutions - QCS2604 - IMV Imaging - Exapad",3100,"OBS","HIGH","HIGH",0,"",,,"6/17/2025","NO",,"Connor Solutions - QCS2604 - IMV Imaging - Exapad"
"C1608C0G1H080C080AA","C1608C0G1H080C080AA","TDK","Circuit wise - TM9121",4983,"OBS","HIGH","HIGH",0,"",364,364,"9/10/2025","NO",,"Circuit wise - TM9121"
"C1608C0G2E331J","C1608C0G2E331J","TDK","Connor Solutions - QCS2604 - IMV Imaging - Exapad",400,"OBS","HIGH","HIGH",0,"None",,,"6/3/2025","NO",,"Connor Solutions - QCS2604 - IMV Imaging - Exapad"
"C1608X5R1A106K","C1608X5R1A106K","TDK","Connor Solutions - QCS2604 - IMV Imaging - Exapad",25300,"OBS","HIGH","HIGH",0,"",,,"6/17/2025","NO",,"Connor Solutions - QCS2604 - IMV Imaging - Exapad"
"C1608X5R1A106K","C1608X5R1A106K","TDK","Connor Solutions - QCS2604 - IMV Imaging - Exapad",25300,"OBS","HIGH","HIGH",0,"None",,,"6/3/2025","NO",,"Connor Solutions - QCS2604 - IMV Imaging - Exapad"
"C1608X5R1C475K","C1608X5R1C475K","TDK","Elite - Camlin Sorcing 2904",8400,"OBS","HIGH","HIGH",0,"None",,,"5/30/2025","NO",,"Elite - Camlin Sorcing 2904 | Elite - RFQ 2881"
"C1608X5R1C475K","C1608X5R1C475K","TDK","Elite - RFQ 2881",8880,"OBS","HIGH","HIGH",0,"None",,,"5/27/2025","NO",,"Elite - Camlin Sorcing 2904 | Elite - RFQ 2881"
"C1608X5R1H105K","C1608X5R1H105K","TDK","Connor Solutions - QCS2604 - IMV Imaging - Exapad",800,"OBS","HIGH","HIGH",0,"",,,"6/17/2025","NO",,"Connor Solutions - QCS2604 - IMV Imaging - Exapad"
"C1632C104M4RAC","C1632C104M4RAC","KEMET","MKS Capacitor RFQ",16024,"OBS","HIGH","HIGH",0,"",,,"6/16/2025","NO",,"MKS Capacitor RFQ"
"C1632C104M4RAC","C1632C104M4RAC","KEMET","MKS Capacitor RFQ",16024,"OBS","HIGH","HIGH",0,"None",91,91,"3/17/2025","NO",,"MKS Capacitor RFQ"
"C165LMHABXQMA1","C165LMHABXQMA1","INFINEON","Parker - Obsolescence RFQ",1400,"OBS","HIGH","HIGH",0,"",112,190,"11/11/2025","NO",,"Parker - Obsolescence RFQ"
"C2012X5R1A226M/1.25","C2012X5R1A226M/1.25","TDK","BEA - Component Annual Usage",377659,"OBS","HIGH","LOW",0,"",,,"10/3/2025","NO",,"BEA - Component Annual Usage"
"C2012X5R1A476M","C2012X5R1A476M","TDK Electronics","Connor Solutions - QCS2604 - IMV Imaging - Exapad",7300,"OBS","HIGH","HIGH",0,"",,,"7/15/2025","NO",,"Connor Solutions - QCS2604 - IMV Imaging - Exapad"
"C2012X5R1E475K","C2012X5R1E475K","TDK","Landis+Gyr Turkey",1000,"OBS","HIGH","HIGH",0,"",,,"6/17/2025","NO",,"Landis+Gyr Turkey | Luna Landis DC450 BOM"
"C2012X5R1E475K","C2012X5R1E475K","TDK","Landis+Gyr Turkey",1000,"OBS","HIGH","HIGH",0,"None",,,"1/4/2025","NO",,"Landis+Gyr Turkey | Luna Landis DC450 BOM"
"C2012X5R1E475K","C2012X5R1E475K","TDK","Luna Landis DC450 BOM",8000,"OBS","HIGH","LOW",0,"",,,"6/13/2025","NO",,"Landis+Gyr Turkey | Luna Landis DC450 BOM"
"C3216X7R1A106K","C3216X7R1A106K","TDK","MKS Capacitor RFQ",1060,"OBS","HIGH","HIGH",0,"None",,,"3/31/2025","NO",,"MKS Capacitor RFQ"
"C3216X7R1H105K","C3216X7R1H105K","TDK","Edinburgh Instruments - Master BOM List",5,"OBS","HIGH","HIGH",0,"",,,"6/16/2025","NO",,"Edinburgh Instruments - Master BOM List | Edinburgh Instruments - Mater BOM List | Sensorex EC Tender"
"C3216X7R1H105K","C3216X7R1H105K","TDK","Edinburgh Instruments - Mater BOM List",5,"OBS","HIGH","HIGH",0,"None",,,"6/2/2025","NO",,"Edinburgh Instruments - Master BOM List | Edinburgh Instruments - Mater BOM List | Sensorex EC Tender"
"C3216X7R1H105K","C3216X7R1H105K","TDK","Sensorex EC Tender",8800,"OBS","HIGH","HIGH",0,"",,,"6/17/2025","NO",,"Edinburgh Instruments - Master BOM List | Edinburgh Instruments - Mater BOM List | Sensorex EC Tender"
"C3225X6S0J107M250AC","C3225X6S0J107M250AC","TDK","Simpro - RFQ 26.03.2025",104,"OBS","HIGH","HIGH",0,"None",190,196,"4/30/2025","NO",,"Simpro - RFQ 26.03.2025"
"C4532X7R1H475MT","C4532X7R1H475MT","TDK Electronics","Aselsan",50,"NRND","HIGH","HIGH",0,"",,,"11/18/2025","NO",,"Aselsan"
"C8051F007-GQ","C8051F007-GQ","Silicon Labs","PPV February 2025",3500,"NRND","HIGH","HIGH",0,"",84,112,"11/20/2025","NO",,"PPV February 2025"
"C8051F007-GQR","C8051F007-GQR","Silicon Labs","PPV February 2025",3500,"NRND","HIGH","HIGH",0,"None",84,112,"5/15/2025","NO",,"PPV February 2025"
"C901U102MVVDBA7317","C901U102MVVDBA7317","KEMET","Electronic List for Prospection",500000,"OBS","HIGH","HIGH",0,"None",119,119,"4/16/2025","NO",,"Electronic List for Prospection"
"CAT24AA01TDI-GT3","CAT24AA01TDI-GT3","onsemi","Wabtec - 2025 Requirements",1000,"OBS","HIGH","HIGH",0,"",190,224,"1/6/2026","NO",,"Wabtec - 2025 Requirements"
"CAT24AA01TDI-GT3","CAT24AA01TDI-GT3","onsemi","Wabtec - 2025 Requirements",1000,"OBS","HIGH","HIGH",0,"None",224,224,"10/6/2025","NO",,"Wabtec - 2025 Requirements"
"CAT25256VI-G","CAT25256VIG","onsemi","DE OT RFQ 2024",4000,"OBS","HIGH","LOW",0,"",686,686,"11/19/2025","NO",,"DE OT RFQ 2024"
"CAT4139TD-GT3","CAT4139TD-GT3","ON Semiconductor","OT RFQ 27.01.2025 - 17.03.2025",3000,"OBS","HIGH","HIGH",0,"None",147,147,"6/9/2025","NO",,"OT RFQ 27.01.2025 - 17.03.2025"
"CAY16-102J4","CAY16-102J4","Bourns","Electronics - Semiconductors and Passives",345000,"OBS","HIGH","HIGH",0,"",,,"11/12/2025","NO",,"Electronics - Semiconductors and Passives"
"CC0805KRX5R6BB475","CC0805KRX5R6BB475","YAGEO","Mine Arc Systems Component usage 2024",24325,"EOL","HIGH","HIGH",0,"",196,588,"11/14/2025","NO",,"Mine Arc Systems Component usage 2024"
"CD1206-S01575","CD1206-S01575","Bourns","DM Electrcity Assembly Ltd ",70,"OBS","HIGH","HIGH",0,"",126,997,"11/6/2025","NO",,"DM Electrcity Assembly Ltd  | DM Electronic Assembly Ltd"
"CD1206-S01575","CD1206-S01575","Bourns","DM Electronic Assembly Ltd",70,"OBS","HIGH","HIGH",0,"",126,997,"9/24/2025","NO",,"DM Electrcity Assembly Ltd  | DM Electronic Assembly Ltd"
"CD1206-S01575","CD1206-S01575","Bourns","DM Electronic Assembly Ltd",70,"OBS","HIGH","HIGH",1762,"Tier 4",126,997,"3/19/2025","NO",,"DM Electrcity Assembly Ltd  | DM Electronic Assembly Ltd"
"CD1206-S01575","CD1206-S01575","Bourns","DM Electronic Assembly Ltd",70,"OBS","HIGH","HIGH",576,"Tier 3",126,997,"9/4/2025","NO",,"DM Electrcity Assembly Ltd  | DM Electronic Assembly Ltd"
"CD4011BCM","CD4011BCM","onsemi","Wabtec - 2025 Requirements",1159,"OBS","HIGH","HIGH",0,"",140,140,"7/1/2025","NO",,"Wabtec - 2025 Requirements"
"CD4049UBCN","CD4049UBCN","ONSEMI","Wabtec - 2025 Requirement",718,"OBS","HIGH","LOW",0,"None",35,36,"1/4/2025","NO",,"Wabtec - 2025 Requirement"
"CD4049UBCN","CD4049UBCN","ONSEMI","Wabtec - 2025 Requirement",718,"OBS","HIGH","LOW",0,"None",35,36,"1/4/2025","NO",,"Wabtec - 2025 Requirement"
"CD4093BCM","CD4093BCM","onsemi","Sensorex EC Tender",2200,"OBS","HIGH","HIGH",0,"",57,140,"9/23/2025","NO",,"Sensorex EC Tender"
"CD4093BCN","CD4093BC","onsemi","Electronics - Semiconductors and Passives",2467,"OBS","HIGH","HIGH",0,"",63,63,"11/26/2025","NO",,"Electronics - Semiconductors and Passives | Wabtec - 2025 Requirements"
"CD4093BCN","CD4093BCN","onsemi","Wabtec - 2025 Requirements",1000,"OBS","HIGH","HIGH",0,"",63,63,"12/2/2025","NO",,"Electronics - Semiconductors and Passives | Wabtec - 2025 Requirements"
"CD74AC14M","CD74AC14M","Texas Instruments","1405321 Axon Laser Controller Assy",300,"OBS","HIGH","HIGH",0,"",140,373,"7/2/2025","NO",,"1405321 Axon Laser Controller Assy"
"CGB2A1X5R1E105K033BC","CGB2A1X5R1E105K033BC","TDK","Beringar BOMS",1000,"OBS","HIGH","HIGH",0,"",252,997,"12/10/2025","NO",,"Beringar BOMS | Concurrent - C128 Component List"
"CGB2A1X5R1E105K033BC","CGB2A1X5R1E105K033BC","TDK Corporation","Concurrent - C128 Component List",167,"OBS","HIGH","LOW",,"Tier 5",260,997,"2/19/2025","NO",,"Beringar BOMS | Concurrent - C128 Component List"
"CGJ5H4X7R2H102K115AA","CGJ5H4X7R2H102K115AA","TDK Corporation","MKS Capacitor RFQ",50,"OBS","HIGH","HIGH",0,"",252,252,"6/16/2025","NO",,"MKS Capacitor RFQ"
"CGJ5H4X7R2H102K115AA","CGJ5H4X7R2H102K115AA","TDK Corporation","MKS Capacitor RFQ",50,"OBS","HIGH","HIGH",0,"",252,252,"7/14/2025","NO",,"MKS Capacitor RFQ"
"CGJ5H4X7R2H102K115AA","CGJ5H4X7R2H102K115AA","TDK Corporation","MKS Capacitor RFQ",50,"OBS","HIGH","HIGH",0,"None",252,252,"5/19/2025","NO",,"MKS Capacitor RFQ"
"CI2502P1V00-LF","CI2502P1V00-LF","Cvilux","BOM Health Request 03.12.2024",1000,"OBS","HIGH","LOW",0,"",70,70,"1/14/2026","NO",,"BOM Health Request 03.12.2024"
"CKG57NX5R1H226M","CKG57NX5R1H226M","TDK - Teridian","MKS Capacitor RFQ",214,"OBS","HIGH","HIGH",0,"",,,"9/1/2025","NO",,"MKS Capacitor RFQ"
"CKG57NX5R1H226M","CKG57NX5R1H226M","TDK - Teridian","MKS Capacitor RFQ",214,"OBS","HIGH","HIGH",0,"None",,,"5/5/2025","NO",,"MKS Capacitor RFQ"
"CL-503T-SD-T","CL-503T-SD-T","Citizen","Beringar BOMS",1000,"LTB","HIGH","HIGH",0,"None",392,392,"5/28/2025","NO",,"Beringar BOMS | EWVN PPV Program"
"CL-503T-SD-T","CL-503T-SD-T","Citizen","EWVN PPV Program",3000,"LTB","HIGH","HIGH",0,"None",392,392,"5/28/2025","NO",,"Beringar BOMS | EWVN PPV Program"
"CL05B153KA5NNNC","CL05B153KA5NNNC","SAMSUNGEM","Note - BOM Health",1000,"OBS","HIGH","HIGH",0,"",126,996,"1/8/2026","NO",,"Note - BOM Health"
"CL05B561KB5NNNC","CL05B561KB5NNNC","Samsung Electro-Mechanics","ULAK-M BBU Project - Deniz",3,"OBS","HIGH","HIGH",0,"None",996,996,"2/18/2025","NO",,"ULAK-M BBU Project - Deniz"
"CL05C8R2DB5NNNC","CL05C8R2DB5NNNC","Samsung","RFQ for MITRONA's MRP",1000,"OBS","HIGH","HIGH",0,"None",126,126,"5/9/2025","NO",,"RFQ for MITRONA's MRP"
"CL10B103JB8NNNC","CL10B103JB8NNNC","SAMSUNGEM","Elite - Bid 2949",1,"OBS","HIGH","HIGH",0,"",126,996,"8/29/2025","NO",,"Elite - Bid 2949"
"CL10B681KB8NNNC","CL10B681KB8NNNC","Samsung Electro-Mechanics","Apollo RFQ - Passives - January 2025",1072000,"OBS","HIGH","LOW",960,"Tier 3",126,126,"7/2/2025","NO",,"Apollo RFQ - Passives - January 2025"
"CL10B681KB8NNNC","CL10B681KB8NNNC","Samsung Electro-Mechanics","Apollo RFQ - Passives - January 2025",1620000,"OBS","HIGH","LOW",960,"Tier 3",126,126,"7/2/2025","NO",,"Apollo RFQ - Passives - January 2025"
"CL10C100DB8NNNC","CL10C100DB8NNNC","Samsung","RFQ 26.02.2025",4000,"OBS","HIGH","LOW",0,"None",126,126,"5/14/2025","NO",,"RFQ 26.02.2025"
"CL10C300JB8NNNC","CL10C300JB8NNNC","Samsung","Mine Arc Systems Component usage",998,"OBS","HIGH","HIGH",0,"None",126,126,"5/9/2025","NO",,"Mine Arc Systems Component usage"
"CL21B391KBANNNC","CL21B391KBANNNC","SAMSUNGEM","Elite RFQ 2588",3901,"OBS","HIGH","HIGH",0,"None",154,154,"5/6/2025","NO",,"Elite RFQ 2588"
"CL21C100JBANNNC","CL21C100JBANNNC","SAMSUNG","GFE - Halma Tender",322,"OBS","HIGH","HIGH",0,"None",154,190,"3/21/2025","NO",,"GFE - Halma Tender"
"CL31C471JBCNNNC","CL31C471JBCNNNC","SAMSUNGEM","Sonardyne Master Active Part List",1000,"OBS","HIGH","HIGH",0,"",140,154,"6/30/2025","NO",,"Sonardyne Master Active Part List"
"CLF6045T-330M-D","CLF6045T-330M-D","TDK Electronics","Saab Seaeye - Tender",127,"EOL","HIGH","HIGH",0,"",140,151,"12/11/2025","NO",,"Saab Seaeye - Tender"
"CLRC66301HN","CLRC66301HN","NXP","Elite - Bid 2949",1,"OBS","HIGH","HIGH",,"Tier 4",3,3,"1/16/2026","NO",,"Elite - Bid 2949"
"CM1230-08CP","CM1230-08CP","onsemi","Rapid Assembly - EAS24987 & EAS24989",200,"OBS","HIGH","HIGH",0,"",218,218,"11/25/2025","NO",,"Rapid Assembly - EAS24987 & EAS24989"
"CM200C32768DZFT","CM200C32768DZFT","CITIZEN","Electronic List for Prospection",500000,"OBS","HIGH","HIGH",,"Tier 4",22,196,"10/8/2025","NO",,"Electronic List for Prospection | Landis Heat & Water Project"
"CM200C32768DZFT","CM200C32768DZFT","CITIZEN","Landis Heat & Water Project",105000,"OBS","HIGH","HIGH",,"Tier 4",22,196,"10/14/2025","NO",,"Electronic List for Prospection | Landis Heat & Water Project"
"CM200C32768DZFT","CM200C32768DZFT","CITIZEN FINEDEVICE","Electronic List for Prospection",500000,"OBS","HIGH","HIGH",0,"",22,196,"1/7/2026","NO",,"Electronic List for Prospection | Landis Heat & Water Project"
"CM200C32768DZFT","CM200C32768DZFT","CITIZEN FINEDEVICE","Landis Heat & Water Project",105000,"OBS","HIGH","HIGH",0,"",22,196,"1/6/2026","NO",,"Electronic List for Prospection | Landis Heat & Water Project"
"CM200C32768DZFT","CM200C32768DZFT","CITIZEN FINEDEVICE","Landis Heat & Water Project",105000,"OBS","HIGH","HIGH",0,"None",22,196,"3/18/2025","NO",,"Electronic List for Prospection | Landis Heat & Water Project"
"CR0603-FX-1003HLF","CR0603-FX-1003HLF","BOURNS","Donalson - Bofa Boms - 1UP0901083",4,"OBS","HIGH","HIGH",0,"None",77,127,"4/14/2025","NO",,"Donalson - Bofa Boms - 1UP0901083"
"CR0603-FX-6801E","CR0603-FX-6801","Bourns","Landis+Gyr Turkey",4000,"OBS","HIGH","HIGH",0,"",,,"7/8/2025","NO",,"Landis+Gyr Turkey"
"CR10-1000F-K","CR10-1000-FK-","KYOCERA AVX","Landis Heat & Water Project",1359000,"OBS","HIGH","HIGH",0,"",,,"12/30/2025","NO",,"Landis Heat & Water Project"
"CR10-1000F-K","CR10-1000-FK-","KYOCERA AVX","Landis Heat & Water Project",1359000,"OBS","HIGH","HIGH",0,"",,,"9/23/2025","NO",,"Landis Heat & Water Project"
"CRCW060327K4FKEB","CRCW060327K4FK","Vishay","AIM Analysis For Exail",1,"OBS","HIGH","LOW",0,"",98,98,"9/2/2025","NO",,"AIM Analysis For Exail"
"CRCW06032M20FKEB","CRCW06032M20FKE","Vishay","Luna Batch4 Tender",5600,"OBS","HIGH","HIGH",0,"",,,"1/14/2026","NO",,"Luna Batch4 Tender"
